itemid,clock,num,value_min,value_avg,value_max
23840,1521576000,60,0.0125,0.0126,0.0150
23840,1521579600,60,0.0125,0.0127,0.0150
23840,1521583200,60,0.0125,0.0125,0.0150
23840,1521586800,60,0.0125,0.0126,0.0150
23840,1521590400,60,0.0125,0.0125,0.0125
23840,1521594000,60,0.0125,0.0125,0.0150
23840,1521597600,60,0.0125,0.0125,0.0150
23840,1521601200,60,0.0125,0.0125,0.0125
23840,1521604800,60,0.0125,0.0126,0.0150
23840,1521608400,60,0.0125,0.0125,0.0125
23840,1521612000,60,0.0125,0.0125,0.0150
23840,1521615600,60,0.0125,0.0127,0.0150
23840,1521619200,60,0.0125,0.0125,0.0125
23840,1521622800,60,0.0125,0.0126,0.0150
23840,1521626400,60,0.0125,0.0125,0.0125
23840,1521630000,60,0.0125,0.0126,0.0150
23840,1521633600,60,0.0125,0.0128,0.0175
23840,1521637200,60,0.0125,0.0126,0.0150
23840,1521640800,60,0.0125,0.0125,0.0125
23840,1521644400,60,0.0125,0.0125,0.0125
23840,1521648000,60,0.0125,0.0125,0.0125
23840,1521651600,60,0.0125,0.0125,0.0150
23840,1521655200,60,0.0125,0.0126,0.0150
23840,1521658800,60,0.0125,0.0126,0.0150
23840,1521662400,60,0.0125,0.0125,0.0150
23840,1521666000,60,0.0125,0.0125,0.0125
23840,1521669600,60,0.0125,0.0125,0.0150
23840,1521673200,60,0.0125,0.0126,0.0150
23840,1521676800,60,0.0125,0.0125,0.0150
23840,1521680400,60,0.0125,0.0125,0.0150
23840,1521684000,60,0.0125,0.0125,0.0125
23840,1521687600,60,0.0125,0.0125,0.0150
23840,1521691200,60,0.0125,0.0125,0.0150
23840,1521694800,60,0.0125,0.0125,0.0125
23840,1521698400,60,0.0125,0.0126,0.0150
23840,1521702000,60,0.0125,0.0126,0.0150
23840,1521705600,60,0.0125,0.0125,0.0150
23840,1521709200,60,0.0125,0.0125,0.0150
23840,1521712800,60,0.0125,0.0125,0.0125
23840,1521716400,60,0.0125,0.0125,0.0125
23840,1521720000,60,0.0125,0.0125,0.0150
23840,1521723600,60,0.0125,0.0125,0.0125
23840,1521727200,60,0.0125,0.0126,0.0150
23840,1521730800,60,0.0125,0.0125,0.0125
23840,1521734400,60,0.0125,0.0125,0.0125
23840,1521738000,60,0.0125,0.0125,0.0125
23840,1521741600,60,0.0125,0.0125,0.0150
23840,1521745200,60,0.0125,0.0125,0.0125
23840,1521748800,60,0.0125,0.0125,0.0125
23840,1521752400,60,0.0125,0.0128,0.0175
23840,1521756000,60,0.0125,0.0125,0.0150
23840,1521759600,60,0.0125,0.0127,0.0150
23840,1521763200,60,0.0125,0.0125,0.0125
23840,1521766800,60,0.0125,0.0125,0.0125
23840,1521770400,60,0.0125,0.0127,0.0150
23840,1521774000,60,0.0125,0.0126,0.0150
23840,1521777600,60,0.0125,0.0127,0.0150
23840,1521781200,60,0.0125,0.0126,0.0150
23840,1521784800,60,0.0125,0.0125,0.0150
23840,1521788400,60,0.0125,0.0125,0.0125
23840,1521792000,60,0.0125,0.0125,0.0150
23840,1521795600,60,0.0125,0.0125,0.0125
23840,1521799200,60,0.0125,0.0126,0.0150
23840,1521802800,60,0.0125,0.0126,0.0150
23840,1521806400,60,0.0125,0.0125,0.0125
23840,1521810000,60,0.0125,0.0125,0.0125
23840,1521813600,60,0.0125,0.0125,0.0150
23840,1521817200,60,0.0125,0.0125,0.0125
23840,1521820800,60,0.0125,0.0125,0.0150
23840,1521824400,60,0.0125,0.0125,0.0125
23840,1521828000,60,0.0125,0.0125,0.0150
23840,1521831600,60,0.0125,0.0125,0.0125
23840,1521835200,60,0.0125,0.0125,0.0150
23840,1521838800,60,0.0125,0.0130,0.0175
23840,1521842400,60,0.0125,0.0125,0.0125
23840,1521846000,60,0.0125,0.0125,0.0125
23840,1521849600,60,0.0125,0.0125,0.0125
23840,1521853200,60,0.0125,0.0125,0.0150
23840,1521856800,60,0.0125,0.0126,0.0150
23840,1521860400,60,0.0125,0.0126,0.0150
23840,1521864000,60,0.0125,0.0125,0.0150
23840,1521867600,60,0.0125,0.0125,0.0150
23840,1521871200,60,0.0125,0.0130,0.0200
23840,1521874800,60,0.0125,0.0125,0.0125
23840,1521878400,60,0.0125,0.0125,0.0150
23840,1521882000,60,0.0125,0.0125,0.0125
23840,1521885600,60,0.0125,0.0129,0.0150
23840,1521889200,60,0.0125,0.0129,0.0175
23840,1521892800,60,0.0125,0.0125,0.0150
23840,1521896400,60,0.0125,0.0125,0.0150
23840,1521900000,60,0.0125,0.0125,0.0150
23840,1521903600,60,0.0125,0.0126,0.0150
23840,1521907200,60,0.0125,0.0125,0.0125
23840,1521910800,60,0.0125,0.0125,0.0150
23840,1521914400,60,0.0125,0.0126,0.0150
23840,1521918000,60,0.0125,0.0125,0.0150
23840,1521921600,60,0.0125,0.0128,0.0175
23840,1521925200,60,0.0125,0.0127,0.0150
23840,1521928800,60,0.0125,0.0126,0.0150
23840,1521932400,60,0.0125,0.0125,0.0150
23840,1521936000,60,0.0125,0.0127,0.0150
23840,1521939600,60,0.0125,0.0126,0.0150
23840,1521943200,60,0.0125,0.0125,0.0125
23840,1521946800,60,0.0125,0.0126,0.0150
23840,1521950400,60,0.0125,0.0126,0.0150
23840,1521954000,60,0.0125,0.0125,0.0125
23840,1521957600,60,0.0125,0.0125,0.0150
23840,1521961200,60,0.0125,0.0125,0.0150
23840,1521964800,60,0.0125,0.0127,0.0150
23840,1521968400,60,0.0125,0.0125,0.0125
23840,1521972000,60,0.0125,0.0150,0.0250
23840,1521975600,60,0.0125,0.0125,0.0125
23840,1521979200,60,0.0125,0.0125,0.0150
23840,1521982800,60,0.0125,0.0125,0.0150
23840,1521986400,60,0.0125,0.0125,0.0150
23840,1521990000,60,0.0125,0.0125,0.0150
23840,1521993600,60,0.0125,0.0132,0.0200
23840,1521997200,60,0.0125,0.0125,0.0125
23840,1522000800,60,0.0125,0.0125,0.0150
23840,1522004400,60,0.0125,0.0125,0.0150
23840,1522008000,60,0.0125,0.0127,0.0175
23840,1522011600,60,0.0125,0.0128,0.0175
23840,1522015200,60,0.0125,0.0125,0.0150
23840,1522018800,60,0.0125,0.0125,0.0150
23840,1522022400,60,0.0125,0.0125,0.0150
23840,1522026000,60,0.0125,0.0127,0.0150
23840,1522029600,60,0.0125,0.0127,0.0175
23840,1522033200,60,0.0125,0.0138,0.0225
23840,1522036800,60,0.0125,0.0125,0.0125
23840,1522040400,60,0.0125,0.0125,0.0125
23840,1522044000,60,0.0125,0.0126,0.0150
23840,1522047600,60,0.0125,0.0125,0.0125
23840,1522051200,60,0.0125,0.0125,0.0150
23840,1522054800,60,0.0125,0.0127,0.0150
23840,1522058400,60,0.0125,0.0126,0.0150
23840,1522062000,60,0.0125,0.0125,0.0125
23840,1522065600,60,0.0125,0.0125,0.0125
23840,1522069200,60,0.0125,0.0127,0.0175
23840,1522072800,60,0.0125,0.0125,0.0125
23840,1522076400,60,0.0125,0.0125,0.0125
23840,1522080000,60,0.0125,0.0125,0.0125
23840,1522083600,60,0.0125,0.0125,0.0125
23840,1522087200,60,0.0125,0.0130,0.0200
23840,1522090800,60,0.0125,0.0125,0.0125
23840,1522094400,60,0.0125,0.0125,0.0125
23840,1522098000,60,0.0125,0.0126,0.0150
23840,1522101600,60,0.0125,0.0125,0.0125
23840,1522105200,60,0.0125,0.0126,0.0150
23840,1522108800,60,0.0125,0.0126,0.0150
23840,1522112400,60,0.0125,0.0127,0.0150
23840,1522116000,60,0.0125,0.0126,0.0150
23840,1522119600,60,0.0125,0.0126,0.0150
23840,1522123200,60,0.0125,0.0125,0.0125
23840,1522126800,60,0.0125,0.0126,0.0150
23840,1522130400,60,0.0125,0.0125,0.0125
23840,1522134000,60,0.0125,0.0127,0.0150
23840,1522137600,60,0.0125,0.0125,0.0150
23840,1522141200,60,0.0125,0.0125,0.0125
23840,1522144800,60,0.0125,0.0125,0.0150
23840,1522148400,60,0.0125,0.0125,0.0125
23840,1522152000,60,0.0125,0.0127,0.0150
23840,1522155600,60,0.0125,0.0125,0.0150
23840,1522159200,60,0.0125,0.0125,0.0125
23840,1522162800,60,0.0125,0.0132,0.0225
23840,1522166400,60,0.0125,0.0125,0.0125
23840,1522170000,60,0.0125,0.0125,0.0150
23840,1522173600,60,0.0125,0.0125,0.0125
23840,1522177200,60,0.0125,0.0125,0.0125
23840,1522180800,60,0.0125,0.0125,0.0125
23840,1522184400,60,0.0125,0.0127,0.0175
23840,1522188000,60,0.0125,0.0134,0.0225
23840,1522191600,60,0.0125,0.0125,0.0125
23840,1522195200,60,0.0125,0.0125,0.0125
23840,1522198800,60,0.0125,0.0125,0.0125
23840,1522202400,60,0.0125,0.0125,0.0150
23840,1522206000,60,0.0125,0.0126,0.0150
23840,1522209600,60,0.0125,0.0125,0.0125
23840,1522213200,60,0.0125,0.0125,0.0125
23840,1522216800,60,0.0125,0.0125,0.0125
23840,1522220400,60,0.0125,0.0125,0.0125
23840,1522224000,60,0.0125,0.0125,0.0150
23840,1522227600,60,0.0125,0.0126,0.0150
23840,1522231200,60,0.0125,0.0125,0.0125
23840,1522234800,60,0.0125,0.0127,0.0175
23840,1522238400,60,0.0125,0.0126,0.0150
23840,1522242000,60,0.0125,0.0126,0.0150
23840,1522245600,60,0.0125,0.0125,0.0150
23840,1522249200,60,0.0125,0.0126,0.0150
23840,1522252800,60,0.0125,0.0125,0.0125
23840,1522256400,60,0.0125,0.0125,0.0125
23840,1522260000,60,0.0125,0.0125,0.0150
23840,1522263600,60,0.0125,0.0126,0.0150
23840,1522267200,60,0.0125,0.0135,0.0225
23840,1522270800,60,0.0125,0.0126,0.0150
23840,1522274400,60,0.0125,0.0125,0.0125
23840,1522278000,60,0.0125,0.0125,0.0150
23840,1522281600,60,0.0125,0.0125,0.0150
23840,1522285200,60,0.0125,0.0126,0.0150
23840,1522288800,60,0.0125,0.0125,0.0150
23840,1522292400,60,0.0125,0.0126,0.0150
23840,1522296000,60,0.0125,0.0125,0.0125
23840,1522299600,60,0.0125,0.0125,0.0125
23840,1522303200,60,0.0125,0.0130,0.0200
23840,1522306800,60,0.0125,0.0126,0.0150
23840,1522310400,60,0.0125,0.0126,0.0150
23840,1522314000,60,0.0125,0.0125,0.0125
23840,1522317600,60,0.0125,0.0125,0.0150
23840,1522321200,60,0.0125,0.0125,0.0125
23840,1522324800,60,0.0125,0.0125,0.0150
23840,1522328400,60,0.0125,0.0126,0.0150
23840,1522332000,60,0.0125,0.0125,0.0125
23840,1522335600,60,0.0125,0.0127,0.0150
23840,1522339200,60,0.0125,0.0126,0.0150
23840,1522342800,60,0.0125,0.0125,0.0150
23840,1522346400,60,0.0125,0.0125,0.0125
23840,1522350000,60,0.0125,0.0125,0.0150
23840,1522353600,60,0.0125,0.0125,0.0150
23840,1522357200,60,0.0125,0.0125,0.0150
23840,1522360800,60,0.0125,0.0126,0.0150
23840,1522364400,60,0.0125,0.0125,0.0125
23840,1522368000,60,0.0125,0.0125,0.0125
23840,1522371600,60,0.0125,0.0125,0.0150
23840,1522375200,60,0.0125,0.0125,0.0125
23840,1522378800,60,0.0125,0.0125,0.0125
23840,1522382400,60,0.0125,0.0126,0.0150
23840,1522386000,60,0.0125,0.0125,0.0150
23840,1522389600,60,0.0125,0.0125,0.0150
23840,1522393200,60,0.0125,0.0127,0.0175
23840,1522396800,60,0.0125,0.0125,0.0125
23840,1522400400,60,0.0125,0.0126,0.0150
23840,1522404000,60,0.0125,0.0127,0.0175
23840,1522407600,60,0.0125,0.0125,0.0125
23840,1522411200,60,0.0125,0.0130,0.0200
23840,1522414800,60,0.0125,0.0126,0.0175
23840,1522418400,60,0.0125,0.0127,0.0150
23840,1522422000,60,0.0125,0.0125,0.0125
23840,1522425600,60,0.0125,0.0126,0.0150
23840,1522429200,60,0.0125,0.0126,0.0150
23840,1522432800,60,0.0125,0.0125,0.0150
23840,1522436400,60,0.0125,0.0125,0.0150
23840,1522440000,60,0.0125,0.0126,0.0150
23840,1522443600,60,0.0125,0.0125,0.0150
23840,1522447200,60,0.0125,0.0125,0.0125
23840,1522450800,60,0.0125,0.0127,0.0150
23840,1522454400,60,0.0125,0.0125,0.0150
23840,1522458000,60,0.0125,0.0125,0.0125
23840,1522461600,60,0.0125,0.0125,0.0125
23840,1522465200,60,0.0125,0.0126,0.0150
23840,1522468800,60,0.0125,0.0128,0.0175
23840,1522472400,60,0.0125,0.0128,0.0175
23840,1522476000,60,0.0125,0.0125,0.0125
23840,1522479600,60,0.0125,0.0125,0.0150
23840,1522483200,60,0.0125,0.0126,0.0150
23840,1522486800,60,0.0125,0.0125,0.0150
23840,1522490400,60,0.0125,0.0127,0.0175
23840,1522494000,60,0.0125,0.0126,0.0150
23840,1522497600,60,0.0125,0.0125,0.0150
23840,1522501200,60,0.0125,0.0126,0.0150
23840,1522504800,60,0.0125,0.0126,0.0150
23840,1522508400,60,0.0125,0.0127,0.0150
23840,1522512000,60,0.0125,0.0131,0.0175
23840,1522515600,60,0.0125,0.0125,0.0125
23840,1522519200,60,0.0125,0.0125,0.0125
23840,1522522800,60,0.0125,0.0126,0.0175
23840,1522526400,60,0.0125,0.0129,0.0175
23840,1522530000,60,0.0125,0.0125,0.0150
23840,1522533600,60,0.0125,0.0132,0.0200
23840,1522537200,60,0.0125,0.0127,0.0175
23840,1522540800,60,0.0125,0.0125,0.0150
23840,1522544400,60,0.0125,0.0125,0.0150
23840,1522548000,60,0.0125,0.0125,0.0150
23840,1522551600,60,0.0125,0.0125,0.0125
23840,1522555200,60,0.0125,0.0125,0.0125
23840,1522558800,60,0.0125,0.0128,0.0175
23840,1522562400,60,0.0125,0.0127,0.0150
23840,1522566000,60,0.0125,0.0126,0.0150
23840,1522569600,60,0.0125,0.0125,0.0150
23840,1522573200,60,0.0125,0.0126,0.0150
23840,1522576800,60,0.0125,0.0126,0.0150
23840,1522580400,60,0.0125,0.0127,0.0150
23840,1522584000,60,0.0125,0.0127,0.0150
23840,1522587600,60,0.0125,0.0129,0.0175
23840,1522591200,60,0.0125,0.0126,0.0150
23840,1522594800,60,0.0125,0.0126,0.0150
23840,1522598400,60,0.0125,0.0125,0.0150
23840,1522602000,60,0.0125,0.0125,0.0125
23840,1522605600,60,0.0125,0.0126,0.0150
23840,1522609200,60,0.0125,0.0126,0.0150
23840,1522612800,60,0.0125,0.0131,0.0200
23840,1522616400,60,0.0125,0.0125,0.0125
23840,1522620000,60,0.0125,0.0125,0.0150
23840,1522623600,60,0.0125,0.0125,0.0125
23840,1522627200,60,0.0125,0.0127,0.0150
23840,1522630800,60,0.0125,0.0126,0.0150
23840,1522634400,60,0.0125,0.0126,0.0150
23840,1522638000,60,0.0125,0.0126,0.0150
23840,1522641600,60,0.0125,0.0125,0.0150
23840,1522645200,60,0.0125,0.0125,0.0150
23840,1522648800,60,0.0125,0.0129,0.0175
23840,1522652400,60,0.0125,0.0125,0.0150
23840,1522656000,60,0.0125,0.0125,0.0125
23840,1522659600,60,0.0125,0.0126,0.0150
23840,1522663200,60,0.0125,0.0125,0.0150
23840,1522666800,60,0.0125,0.0127,0.0150
23840,1522670400,60,0.0125,0.0126,0.0150
23840,1522674000,60,0.0125,0.0126,0.0150
23840,1522677600,60,0.0125,0.0126,0.0150
23840,1522681200,60,0.0125,0.0125,0.0125
23840,1522684800,60,0.0125,0.0128,0.0175
23840,1522688400,60,0.0125,0.0130,0.0175
23840,1522692000,60,0.0125,0.0125,0.0125
23840,1522695600,60,0.0125,0.0130,0.0175
23840,1522699200,60,0.0125,0.0127,0.0150
23840,1522702800,60,0.0125,0.0125,0.0150
23840,1522706400,60,0.0125,0.0125,0.0125
23840,1522710000,60,0.0125,0.0125,0.0150
23840,1522713600,60,0.0125,0.0128,0.0175
23840,1522717200,60,0.0125,0.0127,0.0175
23840,1522720800,60,0.0125,0.0125,0.0150
23840,1522724400,60,0.0125,0.0125,0.0125
23840,1522728000,60,0.0125,0.0127,0.0225
23840,1522731600,60,0.0125,0.0135,0.0225
23840,1522735200,59,0.0125,0.0125,0.0150
23840,1522738800,60,0.0125,0.0127,0.0175
23840,1522742400,60,0.0125,0.0125,0.0150
23840,1522746000,60,0.0125,0.0127,0.0175
23840,1522749600,60,0.0125,0.0127,0.0175
23840,1522753200,60,0.0125,0.0125,0.0150
23840,1522756800,60,0.0125,0.0130,0.0200
23840,1522760400,60,0.0125,0.0126,0.0150
23840,1522764000,60,0.0125,0.0127,0.0150
23840,1522767600,60,0.0125,0.0125,0.0125
23840,1522771200,60,0.0125,0.0127,0.0150
23840,1522774800,60,0.0125,0.0125,0.0150
23840,1522778400,60,0.0125,0.0126,0.0150
23840,1522782000,60,0.0125,0.0125,0.0125
23840,1522785600,60,0.0125,0.0125,0.0125
23840,1522789200,60,0.0125,0.0130,0.0175
23840,1522792800,60,0.0125,0.0125,0.0125
23840,1522796400,60,0.0125,0.0125,0.0125
23840,1522800000,60,0.0125,0.0125,0.0150
23840,1522803600,60,0.0125,0.0126,0.0150
23840,1522807200,60,0.0125,0.0125,0.0125
23840,1522810800,60,0.0125,0.0132,0.0200
23840,1522814400,60,0.0125,0.0127,0.0150
23840,1522818000,60,0.0125,0.0127,0.0150
23840,1522821600,60,0.0125,0.0126,0.0150
23840,1522825200,60,0.0125,0.0126,0.0150
23840,1522828800,60,0.0125,0.0125,0.0150
23840,1522832400,60,0.0125,0.0125,0.0125
23840,1522836000,60,0.0125,0.0125,0.0150
23840,1522839600,60,0.0125,0.0126,0.0150
23840,1522843200,60,0.0125,0.0126,0.0150
23840,1522846800,60,0.0125,0.0125,0.0125
23840,1522850400,60,0.0125,0.0125,0.0150
23840,1522854000,60,0.0125,0.0125,0.0125
23840,1522857600,60,0.0125,0.0125,0.0125
23840,1522861200,60,0.0125,0.0127,0.0150
23840,1522864800,60,0.0125,0.0125,0.0125
23840,1522868400,60,0.0125,0.0125,0.0125
23840,1522872000,60,0.0125,0.0125,0.0125
23840,1522875600,60,0.0125,0.0127,0.0150
23840,1522879200,60,0.0125,0.0125,0.0125
23840,1522882800,60,0.0125,0.0127,0.0150
23840,1522886400,60,0.0125,0.0127,0.0150
23840,1522890000,60,0.0125,0.0125,0.0125
23840,1522893600,60,0.0125,0.0125,0.0125
23840,1522897200,60,0.0125,0.0126,0.0150
23840,1522900800,60,0.0125,0.0125,0.0125
23840,1522904400,60,0.0125,0.0125,0.0150
23840,1522908000,60,0.0125,0.0125,0.0150
23840,1522911600,60,0.0125,0.0126,0.0150
23840,1522915200,60,0.0125,0.0126,0.0150
23840,1522918800,37,0.0125,0.0127,0.0150
23840,1522922400,10,0.0125,0.0125,0.0125
23840,1522926000,60,0.0125,0.0127,0.0175
23840,1522929600,60,0.0125,0.0125,0.0150
23840,1522933200,60,0.0125,0.0125,0.0125
23840,1522936800,60,0.0125,0.0125,0.0125
23840,1522940400,60,0.0125,0.0125,0.0150
23840,1522944000,60,0.0125,0.0125,0.0150
23840,1522947600,60,0.0125,0.0125,0.0125
23840,1522951200,60,0.0125,0.0125,0.0150
23840,1522954800,60,0.0125,0.0125,0.0125
23840,1522958400,60,0.0125,0.0125,0.0125
23840,1522962000,60,0.0125,0.0128,0.0200
23840,1522965600,60,0.0125,0.0135,0.0225
23840,1522969200,60,0.0125,0.0125,0.0125
23840,1522972800,60,0.0125,0.0126,0.0150
23840,1522976400,60,0.0125,0.0126,0.0150
23840,1522980000,60,0.0125,0.0125,0.0125
23840,1522983600,60,0.0125,0.0127,0.0150
23840,1522987200,60,0.0125,0.0127,0.0150
23840,1522990800,60,0.0125,0.0126,0.0150
23840,1522994400,60,0.0125,0.0125,0.0125
23840,1522998000,60,0.0125,0.0125,0.0125
23840,1523001600,60,0.0125,0.0125,0.0125
23840,1523005200,60,0.0125,0.0127,0.0150
23840,1523008800,60,0.0125,0.0125,0.0125
23840,1523012400,60,0.0125,0.0127,0.0150
23840,1523016000,60,0.0125,0.0126,0.0150
23840,1523019600,60,0.0125,0.0125,0.0125
23840,1523023200,60,0.0125,0.0125,0.0150
23840,1523026800,60,0.0125,0.0125,0.0125
23840,1523030400,60,0.0125,0.0125,0.0125
23840,1523034000,60,0.0125,0.0125,0.0125
23840,1523037600,60,0.0125,0.0125,0.0150
23840,1523041200,60,0.0125,0.0125,0.0125
23840,1523044800,60,0.0125,0.0125,0.0125
23840,1523048400,60,0.0125,0.0125,0.0125
23840,1523052000,60,0.0125,0.0126,0.0150
23840,1523055600,60,0.0125,0.0126,0.0150
23840,1523059200,60,0.0125,0.0127,0.0150
23840,1523062800,60,0.0125,0.0125,0.0150
23840,1523066400,60,0.0125,0.0125,0.0125
23840,1523070000,60,0.0125,0.0125,0.0125
23840,1523073600,60,0.0125,0.0125,0.0150
23840,1523077200,60,0.0125,0.0125,0.0150
23840,1523080800,60,0.0125,0.0126,0.0150
23840,1523084400,60,0.0125,0.0125,0.0150
23840,1523088000,60,0.0125,0.0126,0.0150
23840,1523091600,60,0.0125,0.0125,0.0150
23840,1523095200,60,0.0125,0.0125,0.0150
23840,1523098800,60,0.0125,0.0125,0.0150
23840,1523102400,60,0.0125,0.0125,0.0150
23840,1523106000,60,0.0125,0.0125,0.0125
23840,1523109600,60,0.0125,0.0127,0.0150
23840,1523113200,60,0.0125,0.0125,0.0125
23840,1523116800,60,0.0125,0.0125,0.0150
23840,1523120400,60,0.0125,0.0125,0.0125
23840,1523124000,60,0.0125,0.0125,0.0125
23840,1523127600,60,0.0125,0.0125,0.0125
23840,1523131200,60,0.0125,0.0125,0.0125
23840,1523134800,60,0.0125,0.0125,0.0125
23840,1523138400,60,0.0125,0.0127,0.0175
23840,1523142000,60,0.0125,0.0125,0.0125
23840,1523145600,60,0.0125,0.0125,0.0150
23840,1523149200,60,0.0125,0.0125,0.0125
23840,1523152800,60,0.0125,0.0127,0.0150
23840,1523156400,60,0.0125,0.0125,0.0150
23840,1523160000,60,0.0125,0.0125,0.0125
23840,1523163600,60,0.0125,0.0125,0.0125
23840,1523167200,60,0.0125,0.0125,0.0150
23840,1523170800,60,0.0125,0.0125,0.0150
23840,1523174400,60,0.0125,0.0126,0.0150
23840,1523178000,60,0.0125,0.0125,0.0125
23840,1523181600,60,0.0125,0.0125,0.0150
23840,1523185200,60,0.0125,0.0125,0.0125
23840,1523188800,60,0.0125,0.0125,0.0125
23840,1523192400,60,0.0125,0.0127,0.0150
23840,1523196000,60,0.0125,0.0125,0.0150
23840,1523199600,60,0.0125,0.0125,0.0125
23840,1523203200,60,0.0125,0.0125,0.0150
23840,1523206800,60,0.0125,0.0127,0.0150
23840,1523210400,60,0.0125,0.0126,0.0150
23840,1523214000,60,0.0125,0.0126,0.0150
23840,1523217600,60,0.0125,0.0125,0.0150
23840,1523221200,60,0.0125,0.0125,0.0125
23840,1523224800,60,0.0125,0.0125,0.0125
23840,1523228400,60,0.0125,0.0125,0.0150
23840,1523232000,60,0.0125,0.0126,0.0150
23840,1523235600,60,0.0125,0.0132,0.0175
23840,1523239200,60,0.0125,0.0125,0.0125
23840,1523242800,60,0.0125,0.0126,0.0150
23840,1523246400,60,0.0125,0.0125,0.0125
23840,1523250000,60,0.0125,0.0125,0.0125
23840,1523253600,60,0.0125,0.0125,0.0125
23840,1523257200,60,0.0125,0.0125,0.0150
23840,1523260800,60,0.0125,0.0130,0.0175
23840,1523264400,60,0.0125,0.0125,0.0125
23840,1523268000,60,0.0125,0.0125,0.0150
23840,1523271600,60,0.0125,0.0125,0.0125
23840,1523275200,60,0.0125,0.0125,0.0125
23840,1523278800,60,0.0125,0.0125,0.0125
23840,1523282400,60,0.0125,0.0127,0.0150
23840,1523286000,60,0.0125,0.0129,0.0175
23840,1523289600,60,0.0125,0.0127,0.0150
23840,1523293200,60,0.0125,0.0125,0.0125
23840,1523296800,60,0.0125,0.0126,0.0150
23840,1523300400,60,0.0125,0.0126,0.0150
23840,1523304000,60,0.0125,0.0125,0.0125
23840,1523307600,60,0.0125,0.0125,0.0125
23840,1523311200,60,0.0125,0.0127,0.0150
23840,1523314800,60,0.0125,0.0130,0.0175
23840,1523318400,60,0.0125,0.0127,0.0175
23840,1523322000,60,0.0125,0.0125,0.0125
23840,1523325600,60,0.0125,0.0126,0.0150
23840,1523329200,60,0.0125,0.0127,0.0175
23840,1523332800,60,0.0125,0.0125,0.0125
23840,1523336400,60,0.0125,0.0127,0.0150
23840,1523340000,60,0.0125,0.0128,0.0175
23840,1523343600,60,0.0125,0.0125,0.0125
23840,1523347200,37,0.0125,0.0125,0.0125
23840,1523350800,12,0.0125,0.0125,0.0125
23840,1523354400,38,0.0125,0.0126,0.0150
23840,1523358000,60,0.0125,0.0125,0.0125
23840,1523361600,60,0.0125,0.0125,0.0125
23840,1523365200,60,0.0125,0.0125,0.0125
23840,1523368800,60,0.0125,0.0125,0.0150
23840,1523372400,60,0.0125,0.0125,0.0150
23840,1523376000,60,0.0125,0.0125,0.0125
